ID_Encuesta,ID_Usuario,ID_Pregunta,Valor
sal,SAL031,0518d6d9-65d7-41ee-924d-d0d2687abed5,Probar el crossfit
sal,SAL031,b7cf9f0d-3e25-4cad-b9ae-4a52a84c2863,6.0
sal,SAL031,4207d8b6-a54c-4929-8843-edda49ae6b80,Excelente
sal,SAL031,be287b96-39f8-4a8b-a672-5d7669b21102,Poco
sal,SAL012,9cb4e186-39c7-469f-86ba-3ada557ed87f,6.5
sal,SAL012,231b800c-aad0-44dd-b8cf-fa40a86f69e6,"""Frutas y verduras|Comida rápida|Lácteos"""
sal,SAL012,0518d6d9-65d7-41ee-924d-d0d2687abed5,Ir al gimnasio regularmente
sal,SAL012,b7cf9f0d-3e25-4cad-b9ae-4a52a84c2863,3.0
sal,SAL012,4207d8b6-a54c-4929-8843-edda49ae6b80,Regular
sal,SAL012,be287b96-39f8-4a8b-a672-5d7669b21102,Moderado
sal,SAL034,9cb4e186-39c7-469f-86ba-3ada557ed87f,8.0
sal,SAL034,231b800c-aad0-44dd-b8cf-fa40a86f69e6,"""Frutas y verduras|Proteínas magras|Lácteos"""
sal,SAL034,0518d6d9-65d7-41ee-924d-d0d2687abed5,Incorporar más variedad en mis entrenamientos
sal,SAL034,b7cf9f0d-3e25-4cad-b9ae-4a52a84c2863,5.0
sal,SAL034,4207d8b6-a54c-4929-8843-edda49ae6b80,Excelente
sal,SAL034,be287b96-39f8-4a8b-a672-5d7669b21102,Poco
sal,SAL011,9cb4e186-39c7-469f-86ba-3ada557ed87f,6.0
sal,SAL011,231b800c-aad0-44dd-b8cf-fa40a86f69e6,"""Comida rápida|Proteínas magras|Bebidas azucaradas"""
sal,SAL011,0518d6d9-65d7-41ee-924d-d0d2687abed5,Reducir el consumo de azúcar
sal,SAL011,b7cf9f0d-3e25-4cad-b9ae-4a52a84c2863,2.0
sal,SAL011,4207d8b6-a54c-4929-8843-edda49ae6b80,Regular
sal,SAL011,be287b96-39f8-4a8b-a672-5d7669b21102,Bastante
sal,SAL033,9cb4e186-39c7-469f-86ba-3ada557ed87f,7.0
sal,SAL033,231b800c-aad0-44dd-b8cf-fa40a86f69e6,"""Frutas y verduras|Proteínas magras|Granos integrales"""
sal,SAL033,0518d6d9-65d7-41ee-924d-d0d2687abed5,Mejorar mi flexibilidad
sal,SAL033,b7cf9f0d-3e25-4cad-b9ae-4a52a84c2863,3.0
sal,SAL033,4207d8b6-a54c-4929-8843-edda49ae6b80,Bueno
sal,SAL033,be287b96-39f8-4a8b-a672-5d7669b21102,Moderado
sal,SAL014,9cb4e186-39c7-469f-86ba-3ada557ed87f,6.5
sal,SAL014,231b800c-aad0-44dd-b8cf-fa40a86f69e6,"""Frutas y verduras|Comida rápida|Dulces y postres"""
sal,SAL014,0518d6d9-65d7-41ee-924d-d0d2687abed5,Reducir el estrés
sal,SAL014,b7cf9f0d-3e25-4cad-b9ae-4a52a84c2863,2.0
sal,SAL014,4207d8b6-a54c-4929-8843-edda49ae6b80,Regular
sal,SAL014,be287b96-39f8-4a8b-a672-5d7669b21102,Bastante
sal,SAL013,9cb4e186-39c7-469f-86ba-3ada557ed87f,6.0
sal,SAL013,231b800c-aad0-44dd-b8cf-fa40a86f69e6,"""Proteínas magras|Comida rápida|Granos integrales"""
sal,SAL013,0518d6d9-65d7-41ee-924d-d0d2687abed5,Caminar más
sal,SAL013,b7cf9f0d-3e25-4cad-b9ae-4a52a84c2863,3.0
sal,SAL013,4207d8b6-a54c-4929-8843-edda49ae6b80,Regular
sal,SAL013,be287b96-39f8-4a8b-a672-5d7669b21102,Moderado
sal,SAL035,9cb4e186-39c7-469f-86ba-3ada557ed87f,5.5
sal,SAL035,231b800c-aad0-44dd-b8cf-fa40a86f69e6,"""Comida rápida|Dulces y postres"""
sal,SAL035,0518d6d9-65d7-41ee-924d-d0d2687abed5,Empezar desde cero con buenos hábitos
sal,SAL035,b7cf9f0d-3e25-4cad-b9ae-4a52a84c2863,0.0
sal,SAL035,4207d8b6-a54c-4929-8843-edda49ae6b80,Malo
sal,SAL035,be287b96-39f8-4a8b-a672-5d7669b21102,Mucho
sal,SAL016,9cb4e186-39c7-469f-86ba-3ada557ed87f,8.0
sal,SAL016,231b800c-aad0-44dd-b8cf-fa40a86f69e6,"""Frutas y verduras|Proteínas magras|Granos integrales|Lácteos"""
sal,SAL016,0518d6d9-65d7-41ee-924d-d0d2687abed5,Incorporar natación
sal,SAL016,b7cf9f0d-3e25-4cad-b9ae-4a52a84c2863,5.0
sal,SAL016,4207d8b6-a54c-4929-8843-edda49ae6b80,Excelente
sal,SAL016,be287b96-39f8-4a8b-a672-5d7669b21102,Poco
sal,SAL015,9cb4e186-39c7-469f-86ba-3ada557ed87f,7.0
sal,SAL015,231b800c-aad0-44dd-b8cf-fa40a86f69e6,"""Frutas y verduras|Proteínas magras|Comida rápida"""
sal,SAL015,0518d6d9-65d7-41ee-924d-d0d2687abed5,Mantener el equilibrio actual
sal,SAL015,b7cf9f0d-3e25-4cad-b9ae-4a52a84c2863,3.0
sal,SAL015,4207d8b6-a54c-4929-8843-edda49ae6b80,Bueno
sal,SAL015,be287b96-39f8-4a8b-a672-5d7669b21102,Moderado
sal,SAL030,9cb4e186-39c7-469f-86ba-3ada557ed87f,6.0
sal,SAL030,231b800c-aad0-44dd-b8cf-fa40a86f69e6,"""Comida rápida|Proteínas magras|Dulces y postres"""
sal,SAL030,0518d6d9-65d7-41ee-924d-d0d2687abed5,Organizarme mejor
sal,SAL030,b7cf9f0d-3e25-4cad-b9ae-4a52a84c2863,2.0
sal,SAL030,4207d8b6-a54c-4929-8843-edda49ae6b80,Regular
sal,SAL030,be287b96-39f8-4a8b-a672-5d7669b21102,Bastante
sal,SAL007,9cb4e186-39c7-469f-86ba-3ada557ed87f,5.0
sal,SAL007,231b800c-aad0-44dd-b8cf-fa40a86f69e6,"""Comida rápida|Dulces y postres|Bebidas azucaradas"""
sal,SAL007,0518d6d9-65d7-41ee-924d-d0d2687abed5,Comenzar a hacer ejercicio
sal,SAL007,b7cf9f0d-3e25-4cad-b9ae-4a52a84c2863,0.0
sal,SAL007,4207d8b6-a54c-4929-8843-edda49ae6b80,Malo
sal,SAL007,be287b96-39f8-4a8b-a672-5d7669b21102,Mucho
sal,SAL029,9cb4e186-39c7-469f-86ba-3ada557ed87f,7.5
sal,SAL029,231b800c-aad0-44dd-b8cf-fa40a86f69e6,"""Frutas y verduras|Granos integrales|Lácteos"""
sal,SAL029,0518d6d9-65d7-41ee-924d-d0d2687abed5,Seguir mejorando
sal,SAL029,b7cf9f0d-3e25-4cad-b9ae-4a52a84c2863,5.0
sal,SAL029,4207d8b6-a54c-4929-8843-edda49ae6b80,Excelente
sal,SAL029,be287b96-39f8-4a8b-a672-5d7669b21102,Poco
sal,SAL006,9cb4e186-39c7-469f-86ba-3ada557ed87f,7.0
sal,SAL006,231b800c-aad0-44dd-b8cf-fa40a86f69e6,"""Frutas y verduras|Proteínas magras|Granos integrales"""
sal,SAL006,0518d6d9-65d7-41ee-924d-d0d2687abed5,Reducir el estrés laboral
sal,SAL006,b7cf9f0d-3e25-4cad-b9ae-4a52a84c2863,4.0
sal,SAL006,4207d8b6-a54c-4929-8843-edda49ae6b80,Bueno
sal,SAL006,be287b96-39f8-4a8b-a672-5d7669b21102,Moderado
sal,SAL028,9cb4e186-39c7-469f-86ba-3ada557ed87f,6.0
sal,SAL028,231b800c-aad0-44dd-b8cf-fa40a86f69e6,"""Comida rápida|Bebidas azucaradas"""
sal,SAL028,0518d6d9-65d7-41ee-924d-d0d2687abed5,Crear hábitos saludables
sal,SAL028,b7cf9f0d-3e25-4cad-b9ae-4a52a84c2863,0.0
sal,SAL028,4207d8b6-a54c-4929-8843-edda49ae6b80,Regular
sal,SAL028,be287b96-39f8-4a8b-a672-5d7669b21102,Bastante
sal,SAL009,9cb4e186-39c7-469f-86ba-3ada557ed87f,6.0
sal,SAL009,231b800c-aad0-44dd-b8cf-fa40a86f69e6,"""Comida rápida|Dulces y postres|Bebidas azucaradas"""
sal,SAL009,0518d6d9-65d7-41ee-924d-d0d2687abed5,Establecer una rutina de ejercicio
sal,SAL009,b7cf9f0d-3e25-4cad-b9ae-4a52a84c2863,0.0
sal,SAL009,4207d8b6-a54c-4929-8843-edda49ae6b80,Regular
sal,SAL009,be287b96-39f8-4a8b-a672-5d7669b21102,Bastante
sal,SAL008,9cb4e186-39c7-469f-86ba-3ada557ed87f,5.5
sal,SAL008,231b800c-aad0-44dd-b8cf-fa40a86f69e6,"""Comida rápida|Bebidas azucaradas"""
sal,SAL008,0518d6d9-65d7-41ee-924d-d0d2687abed5,Mejorar mi alimentación
sal,SAL008,b7cf9f0d-3e25-4cad-b9ae-4a52a84c2863,1.0
sal,SAL008,4207d8b6-a54c-4929-8843-edda49ae6b80,Malo
sal,SAL008,be287b96-39f8-4a8b-a672-5d7669b21102,Mucho
sal,SAL021,9cb4e186-39c7-469f-86ba-3ada557ed87f,7.0
sal,SAL021,231b800c-aad0-44dd-b8cf-fa40a86f69e6,"""Frutas y verduras|Proteínas magras|Lácteos"""
sal,SAL021,0518d6d9-65d7-41ee-924d-d0d2687abed5,Continuar con mi estilo de vida
sal,SAL021,b7cf9f0d-3e25-4cad-b9ae-4a52a84c2863,6.0
sal,SAL021,4207d8b6-a54c-4929-8843-edda49ae6b80,Excelente
sal,SAL021,be287b96-39f8-4a8b-a672-5d7669b21102,Poco
sal,SAL020,9cb4e186-39c7-469f-86ba-3ada557ed87f,6.0
sal,SAL020,231b800c-aad0-44dd-b8cf-fa40a86f69e6,"""Comida rápida|Dulces y postres"""
sal,SAL020,0518d6d9-65d7-41ee-924d-d0d2687abed5,Empezar a cuidarme más
sal,SAL020,b7cf9f0d-3e25-4cad-b9ae-4a52a84c2863,1.0
sal,SAL020,4207d8b6-a54c-4929-8843-edda49ae6b80,Regular
sal,SAL020,be287b96-39f8-4a8b-a672-5d7669b21102,Bastante
sal,SAL001,9cb4e186-39c7-469f-86ba-3ada557ed87f,7.5
sal,SAL001,231b800c-aad0-44dd-b8cf-fa40a86f69e6,"""Frutas y verduras|Proteínas magras|Granos integrales"""
sal,SAL001,0518d6d9-65d7-41ee-924d-d0d2687abed5,Mantener mi rutina actual
sal,SAL001,b7cf9f0d-3e25-4cad-b9ae-4a52a84c2863,5.0
sal,SAL001,4207d8b6-a54c-4929-8843-edda49ae6b80,Excelente
sal,SAL001,be287b96-39f8-4a8b-a672-5d7669b21102,Poco
sal,SAL023,9cb4e186-39c7-469f-86ba-3ada557ed87f,6.5
sal,SAL023,231b800c-aad0-44dd-b8cf-fa40a86f69e6,"""Proteínas magras|Granos integrales|Comida rápida"""
sal,SAL023,0518d6d9-65d7-41ee-924d-d0d2687abed5,Ser más consistente con el ejercicio
sal,SAL023,b7cf9f0d-3e25-4cad-b9ae-4a52a84c2863,3.0
sal,SAL023,4207d8b6-a54c-4929-8843-edda49ae6b80,Regular
sal,SAL023,be287b96-39f8-4a8b-a672-5d7669b21102,Moderado
sal,SAL022,9cb4e186-39c7-469f-86ba-3ada557ed87f,5.0
sal,SAL022,231b800c-aad0-44dd-b8cf-fa40a86f69e6,"""Comida rápida|Bebidas azucaradas"""
sal,SAL022,0518d6d9-65d7-41ee-924d-d0d2687abed5,Necesito ayuda profesional
sal,SAL022,b7cf9f0d-3e25-4cad-b9ae-4a52a84c2863,0.0
sal,SAL022,4207d8b6-a54c-4929-8843-edda49ae6b80,Muy malo
sal,SAL022,be287b96-39f8-4a8b-a672-5d7669b21102,Mucho
sal,SAL003,9cb4e186-39c7-469f-86ba-3ada557ed87f,7.0
sal,SAL003,231b800c-aad0-44dd-b8cf-fa40a86f69e6,"""Frutas y verduras|Proteínas magras|Granos integrales"""
sal,SAL003,0518d6d9-65d7-41ee-924d-d0d2687abed5,Meditación diaria
sal,SAL003,b7cf9f0d-3e25-4cad-b9ae-4a52a84c2863,5.0
sal,SAL003,4207d8b6-a54c-4929-8843-edda49ae6b80,Bueno
sal,SAL003,be287b96-39f8-4a8b-a672-5d7669b21102,Poco
sal,SAL025,9cb4e186-39c7-469f-86ba-3ada557ed87f,5.5
sal,SAL025,231b800c-aad0-44dd-b8cf-fa40a86f69e6,"""Comida rápida|Dulces y postres|Bebidas azucaradas"""
sal,SAL025,0518d6d9-65d7-41ee-924d-d0d2687abed5,Buscar un nutricionista
sal,SAL025,b7cf9f0d-3e25-4cad-b9ae-4a52a84c2863,1.0
sal,SAL025,4207d8b6-a54c-4929-8843-edda49ae6b80,Malo
sal,SAL025,be287b96-39f8-4a8b-a672-5d7669b21102,Mucho
sal,SAL002,9cb4e186-39c7-469f-86ba-3ada557ed87f,8.0
sal,SAL002,231b800c-aad0-44dd-b8cf-fa40a86f69e6,"""Frutas y verduras|Proteínas magras|Lácteos"""
sal,SAL002,0518d6d9-65d7-41ee-924d-d0d2687abed5,Incorporar yoga
sal,SAL002,b7cf9f0d-3e25-4cad-b9ae-4a52a84c2863,6.0
sal,SAL002,4207d8b6-a54c-4929-8843-edda49ae6b80,Excelente
sal,SAL002,be287b96-39f8-4a8b-a672-5d7669b21102,Poco
sal,SAL024,9cb4e186-39c7-469f-86ba-3ada557ed87f,8.0
sal,SAL024,231b800c-aad0-44dd-b8cf-fa40a86f69e6,"""Frutas y verduras|Proteínas magras|Granos integrales"""
sal,SAL024,0518d6d9-65d7-41ee-924d-d0d2687abed5,Incorporar entrenamiento de fuerza
sal,SAL024,b7cf9f0d-3e25-4cad-b9ae-4a52a84c2863,5.0
sal,SAL024,4207d8b6-a54c-4929-8843-edda49ae6b80,Excelente
sal,SAL024,be287b96-39f8-4a8b-a672-5d7669b21102,Poco
sal,SAL005,9cb4e186-39c7-469f-86ba-3ada557ed87f,7.0
sal,SAL005,231b800c-aad0-44dd-b8cf-fa40a86f69e6,"""Frutas y verduras|Proteínas magras|Granos integrales|Lácteos"""
sal,SAL005,0518d6d9-65d7-41ee-924d-d0d2687abed5,Hacer más estiramientos
sal,SAL005,b7cf9f0d-3e25-4cad-b9ae-4a52a84c2863,5.0
sal,SAL005,4207d8b6-a54c-4929-8843-edda49ae6b80,Excelente
sal,SAL005,be287b96-39f8-4a8b-a672-5d7669b21102,Poco
sal,SAL027,9cb4e186-39c7-469f-86ba-3ada557ed87f,8.0
sal,SAL027,231b800c-aad0-44dd-b8cf-fa40a86f69e6,"""Frutas y verduras|Proteínas magras|Granos integrales|Lácteos"""
sal,SAL027,0518d6d9-65d7-41ee-924d-d0d2687abed5,Mantenerme activo
sal,SAL027,b7cf9f0d-3e25-4cad-b9ae-4a52a84c2863,6.0
sal,SAL027,4207d8b6-a54c-4929-8843-edda49ae6b80,Excelente
sal,SAL027,be287b96-39f8-4a8b-a672-5d7669b21102,Nada
sal,SAL004,9cb4e186-39c7-469f-86ba-3ada557ed87f,8.5
sal,SAL004,231b800c-aad0-44dd-b8cf-fa40a86f69e6,"""Frutas y verduras|Granos integrales|Lácteos"""
sal,SAL004,0518d6d9-65d7-41ee-924d-d0d2687abed5,Nada en particular
sal,SAL004,b7cf9f0d-3e25-4cad-b9ae-4a52a84c2863,6.0
sal,SAL004,4207d8b6-a54c-4929-8843-edda49ae6b80,Excelente
sal,SAL004,be287b96-39f8-4a8b-a672-5d7669b21102,Nada
sal,SAL026,9cb4e186-39c7-469f-86ba-3ada557ed87f,7.0
sal,SAL026,231b800c-aad0-44dd-b8cf-fa40a86f69e6,"""Frutas y verduras|Proteínas magras|Comida rápida"""
sal,SAL026,0518d6d9-65d7-41ee-924d-d0d2687abed5,Reducir el consumo de comida rápida
sal,SAL026,b7cf9f0d-3e25-4cad-b9ae-4a52a84c2863,4.0
sal,SAL026,4207d8b6-a54c-4929-8843-edda49ae6b80,Bueno
sal,SAL026,be287b96-39f8-4a8b-a672-5d7669b21102,Moderado
sat,SAT018,70636b27-0899-41f5-a82a-3c4af604cd74,1.0
sat,SAT018,9d06bbe0-79db-494f-9e8b-e395210bd9b6,"""Ninguno"""
sat,SAT018,d6b54a99-00ba-46a3-9cdf-fdc7ea611aec,Cancelaré mi suscripción
sat,SAT018,a707066d-9e5d-4953-8821-2df2c8c9cb2e,Muy insatisfecho
sat,SAT018,bc5c85cc-a68a-4393-8a64-3a867004d8d7,Menos de 1 mes
sat,SAT017,70636b27-0899-41f5-a82a-3c4af604cd74,9.0
sat,SAT017,9d06bbe0-79db-494f-9e8b-e395210bd9b6,"""Calidad del producto|Facilidad de uso|Rapidez de entrega"""
sat,SAT017,d6b54a99-00ba-46a3-9cdf-fdc7ea611aec,Muy contento con el servicio
sat,SAT017,a707066d-9e5d-4953-8821-2df2c8c9cb2e,Muy satisfecho
sat,SAT017,bc5c85cc-a68a-4393-8a64-3a867004d8d7,Más de 2 años
sat,SAT019,70636b27-0899-41f5-a82a-3c4af604cd74,8.0
sat,SAT019,9d06bbe0-79db-494f-9e8b-e395210bd9b6,"""Calidad del producto|Precio competitivo|Soporte técnico"""
sat,SAT019,d6b54a99-00ba-46a3-9cdf-fdc7ea611aec,Están haciendo un buen trabajo
sat,SAT019,a707066d-9e5d-4953-8821-2df2c8c9cb2e,Satisfecho
sat,SAT019,bc5c85cc-a68a-4393-8a64-3a867004d8d7,1-2 años
sat,SAT014,70636b27-0899-41f5-a82a-3c4af604cd74,6.0
sat,SAT014,9d06bbe0-79db-494f-9e8b-e395210bd9b6,"""Atención al cliente|Facilidad de uso"""
sat,SAT014,d6b54a99-00ba-46a3-9cdf-fdc7ea611aec,La rapidez de entrega es inconsistente
sat,SAT014,a707066d-9e5d-4953-8821-2df2c8c9cb2e,Neutral
sat,SAT014,bc5c85cc-a68a-4393-8a64-3a867004d8d7,6-12 meses
sat,SAT013,70636b27-0899-41f5-a82a-3c4af604cd74,5.0
sat,SAT013,9d06bbe0-79db-494f-9e8b-e395210bd9b6,"""Calidad del producto|Precio competitivo"""
sat,SAT013,d6b54a99-00ba-46a3-9cdf-fdc7ea611aec,Podrían mejorar la atención al cliente
sat,SAT013,a707066d-9e5d-4953-8821-2df2c8c9cb2e,Neutral
sat,SAT013,bc5c85cc-a68a-4393-8a64-3a867004d8d7,6-12 meses
sat,SAT035,70636b27-0899-41f5-a82a-3c4af604cd74,8.0
sat,SAT035,9d06bbe0-79db-494f-9e8b-e395210bd9b6,"""Calidad del producto|Precio competitivo|Rapidez de entrega"""
sat,SAT035,d6b54a99-00ba-46a3-9cdf-fdc7ea611aec,Buena relación calidad-precio
sat,SAT035,a707066d-9e5d-4953-8821-2df2c8c9cb2e,Satisfecho
sat,SAT035,bc5c85cc-a68a-4393-8a64-3a867004d8d7,1-2 años
sat,SAT016,70636b27-0899-41f5-a82a-3c4af604cd74,7.0
sat,SAT016,9d06bbe0-79db-494f-9e8b-e395210bd9b6,"""Calidad del producto|Atención al cliente"""
sat,SAT016,d6b54a99-00ba-46a3-9cdf-fdc7ea611aec,Algunas mejoras en el producto
sat,SAT016,a707066d-9e5d-4953-8821-2df2c8c9cb2e,Satisfecho
sat,SAT016,bc5c85cc-a68a-4393-8a64-3a867004d8d7,1-2 años
sat,SAT015,70636b27-0899-41f5-a82a-3c4af604cd74,5.0
sat,SAT015,9d06bbe0-79db-494f-9e8b-e395210bd9b6,"""Calidad del producto|Rapidez de entrega"""
sat,SAT015,d6b54a99-00ba-46a3-9cdf-fdc7ea611aec,El soporte técnico podría ser mejor
sat,SAT015,a707066d-9e5d-4953-8821-2df2c8c9cb2e,Neutral
sat,SAT015,bc5c85cc-a68a-4393-8a64-3a867004d8d7,6-12 meses
sat,SAT010,70636b27-0899-41f5-a82a-3c4af604cd74,4.0
sat,SAT010,9d06bbe0-79db-494f-9e8b-e395210bd9b6,"""Rapidez de entrega"""
sat,SAT010,d6b54a99-00ba-46a3-9cdf-fdc7ea611aec,La calidad no cumple expectativas
sat,SAT010,a707066d-9e5d-4953-8821-2df2c8c9cb2e,Insatisfecho
sat,SAT010,bc5c85cc-a68a-4393-8a64-3a867004d8d7,1-6 meses
sat,SAT032,70636b27-0899-41f5-a82a-3c4af604cd74,6.0
sat,SAT032,9d06bbe0-79db-494f-9e8b-e395210bd9b6,"""Facilidad de uso|Rapidez de entrega"""
sat,SAT032,d6b54a99-00ba-46a3-9cdf-fdc7ea611aec,Algunos aspectos mejorables
sat,SAT032,a707066d-9e5d-4953-8821-2df2c8c9cb2e,Neutral
sat,SAT032,bc5c85cc-a68a-4393-8a64-3a867004d8d7,6-12 meses
sat,SAT031,70636b27-0899-41f5-a82a-3c4af604cd74,4.0
sat,SAT031,9d06bbe0-79db-494f-9e8b-e395210bd9b6,"""Precio competitivo"""
sat,SAT031,d6b54a99-00ba-46a3-9cdf-fdc7ea611aec,La calidad ha empeorado
sat,SAT031,a707066d-9e5d-4953-8821-2df2c8c9cb2e,Insatisfecho
sat,SAT031,bc5c85cc-a68a-4393-8a64-3a867004d8d7,1-6 meses
sat,SAT012,70636b27-0899-41f5-a82a-3c4af604cd74,3.0
sat,SAT012,9d06bbe0-79db-494f-9e8b-e395210bd9b6,"""Precio competitivo"""
sat,SAT012,d6b54a99-00ba-46a3-9cdf-fdc7ea611aec,Muchos problemas técnicos
sat,SAT012,a707066d-9e5d-4953-8821-2df2c8c9cb2e,Insatisfecho
sat,SAT012,bc5c85cc-a68a-4393-8a64-3a867004d8d7,1-6 meses
sat,SAT034,70636b27-0899-41f5-a82a-3c4af604cd74,2.0
sat,SAT034,9d06bbe0-79db-494f-9e8b-e395210bd9b6,"""Facilidad de uso"""
sat,SAT034,d6b54a99-00ba-46a3-9cdf-fdc7ea611aec,No cumple lo prometido
sat,SAT034,a707066d-9e5d-4953-8821-2df2c8c9cb2e,Muy insatisfecho
sat,SAT034,bc5c85cc-a68a-4393-8a64-3a867004d8d7,Menos de 1 mes
sat,SAT011,70636b27-0899-41f5-a82a-3c4af604cd74,2.0
sat,SAT011,9d06bbe0-79db-494f-9e8b-e395210bd9b6,"""Facilidad de uso"""
sat,SAT011,d6b54a99-00ba-46a3-9cdf-fdc7ea611aec,Atención al cliente deficiente
sat,SAT011,a707066d-9e5d-4953-8821-2df2c8c9cb2e,Muy insatisfecho
sat,SAT011,bc5c85cc-a68a-4393-8a64-3a867004d8d7,Menos de 1 mes
sat,SAT033,70636b27-0899-41f5-a82a-3c4af604cd74,9.0
sat,SAT033,9d06bbe0-79db-494f-9e8b-e395210bd9b6,"""Calidad del producto|Atención al cliente|Soporte técnico"""
sat,SAT033,d6b54a99-00ba-46a3-9cdf-fdc7ea611aec,Muy profesionales
sat,SAT033,a707066d-9e5d-4953-8821-2df2c8c9cb2e,Muy satisfecho
sat,SAT033,bc5c85cc-a68a-4393-8a64-3a867004d8d7,Más de 2 años
sat,SAT030,70636b27-0899-41f5-a82a-3c4af604cd74,10.0
sat,SAT030,9d06bbe0-79db-494f-9e8b-e395210bd9b6,"""Calidad del producto|Atención al cliente|Precio competitivo"""
sat,SAT030,d6b54a99-00ba-46a3-9cdf-fdc7ea611aec,Los recomiendo totalmente
sat,SAT030,a707066d-9e5d-4953-8821-2df2c8c9cb2e,Muy satisfecho
sat,SAT030,bc5c85cc-a68a-4393-8a64-3a867004d8d7,Más de 2 años
sat,SAT007,70636b27-0899-41f5-a82a-3c4af604cd74,2.0
sat,SAT007,9d06bbe0-79db-494f-9e8b-e395210bd9b6,"""Precio competitivo"""
sat,SAT007,d6b54a99-00ba-46a3-9cdf-fdc7ea611aec,La calidad del producto es muy mala
sat,SAT007,a707066d-9e5d-4953-8821-2df2c8c9cb2e,Muy insatisfecho
sat,SAT007,bc5c85cc-a68a-4393-8a64-3a867004d8d7,Menos de 1 mes
sat,SAT029,70636b27-0899-41f5-a82a-3c4af604cd74,7.0
sat,SAT029,9d06bbe0-79db-494f-9e8b-e395210bd9b6,"""Atención al cliente|Rapidez de entrega|Facilidad de uso"""
sat,SAT029,d6b54a99-00ba-46a3-9cdf-fdc7ea611aec,Buen servicio en general
sat,SAT029,a707066d-9e5d-4953-8821-2df2c8c9cb2e,Satisfecho
sat,SAT029,bc5c85cc-a68a-4393-8a64-3a867004d8d7,1-2 años
sat,SAT006,70636b27-0899-41f5-a82a-3c4af604cd74,10.0
sat,SAT006,9d06bbe0-79db-494f-9e8b-e395210bd9b6,"""Calidad del producto|Atención al cliente|Rapidez de entrega"""
sat,SAT006,d6b54a99-00ba-46a3-9cdf-fdc7ea611aec,Seguir así
sat,SAT006,a707066d-9e5d-4953-8821-2df2c8c9cb2e,Muy satisfecho
sat,SAT006,bc5c85cc-a68a-4393-8a64-3a867004d8d7,Más de 2 años
sat,SAT028,70636b27-0899-41f5-a82a-3c4af604cd74,1.0
sat,SAT028,9d06bbe0-79db-494f-9e8b-e395210bd9b6,"""Ninguno"""
sat,SAT028,d6b54a99-00ba-46a3-9cdf-fdc7ea611aec,Pésima experiencia
